11 avr. 2019	5474,33	5498,89	5446,20	5485,72	5485,72	75234800
10 avr. 2019	5442,68	5461,34	5440,32	5449,88	5449,88	70801100
09 avr. 2019	5453,00	5491,85	5436,42	5436,42	5436,42	68930800
08 avr. 2019	5471,74	5486,63	5462,38	5471,78	5471,78	58463400
05 avr. 2019	5469,34	5486,00	5464,85	5476,20	5476,20	77567000
04 avr. 2019	5460,83	5474,41	5448,40	5463,80	5463,80	69798300
03 avr. 2019	5458,02	5473,92	5451,44	5468,91	5468,91	87758700
02 avr. 2019	5409,68	5433,51	5403,44	5423,47	5423,47	67149200
01 avr. 2019	5394,50	5414,53	5376,18	5405,53	5405,53	77183600
29 mars 2019	5334,56	5356,07	5315,11	5350,53	5350,53	79046600
28 mars 2019	5299,03	5327,73	5291,64	5296,54	5296,54	74378700
27 mars 2019	5312,70	5340,05	5279,65	5301,24	5301,24	92888500
26 mars 2019	5271,14	5315,29	5257,79	5307,38	5307,38	64772700
25 mars 2019	5211,76	5276,74	5211,76	5260,64	5260,64	77602300
22 mars 2019	5394,46	5398,47	5264,13	5269,92	5269,92	109347500
21 mars 2019	5378,41	5393,33	5349,00	5378,85	5378,85	75608100
20 mars 2019	5417,21	5429,44	5382,66	5382,66	5382,66	80810600
19 mars 2019	5406,23	5443,10	5403,58	5425,90	5425,90	70707600
18 mars 2019	5403,54	5416,49	5401,47	5412,83	5412,83	71187100
15 mars 2019	5352,88	5421,51	5351,88	5405,32	5405,32	213640300
14 mars 2019	5308,75	5358,41	5308,75	5349,78	5349,78	80679300
13 mars 2019	5263,01	5309,77	5261,89	5306,38	5306,38	72032100
12 mars 2019	5290,94	5294,83	5245,76	5270,25	5270,25	79641900
11 mars 2019	5253,49	5268,59	5230,16	5265,96	5265,96	71957700
08 mars 2019	5233,97	5252,35	5221,03	5231,22	5231,22	99881400
07 mars 2019	5282,14	5306,09	5249,32	5267,92	5267,92	100441400
06 mars 2019	5288,40	5314,97	5281,95	5288,81	5288,81	18519200
05 mars 2019	5288,55	5297,99	5267,57	5297,52	5297,52	74259300
04 mars 2019	5291,13	5310,64	5283,35	5286,57	5286,57	63344600
01 mars 2019	5267,14	5286,69	5262,47	5265,19	5265,19	88315600
28 févr. 2019	5204,77	5247,55	5204,77	5240,53	5240,53	110811900
27 févr. 2019	5218,12	5236,83	5211,54	5225,35	5225,35	86877000
26 févr. 2019	5212,86	5248,50	5197,29	5238,72	5238,72	74612300
25 févr. 2019	5228,25	5242,22	5219,39	5231,85	5231,85	72266600
22 févr. 2019	5190,94	5226,80	5190,28	5215,85	5215,85	75215100
21 févr. 2019	5200,12	5206,38	5180,62	5196,11	5196,11	95156300
20 févr. 2019	5168,59	5202,90	5159,06	5195,95	5195,95	74722600
19 févr. 2019	5162,31	5176,41	5137,17	5160,52	5160,52	67491900
18 févr. 2019	5149,06	5170,96	5147,81	5168,54	5168,54	60816200
15 févr. 2019	5061,54	5164,58	5059,50	5153,19	5153,19	110465200
14 févr. 2019	5117,79	5117,79	5062,52	5062,52	5062,52	90012000
13 févr. 2019	5071,54	5092,19	5061,60	5074,27	5074,27	84733400
12 févr. 2019	5052,33	5073,79	5039,99	5056,35	5056,35	81414900
11 févr. 2019	4988,09	5023,29	4986,30	5014,47	5014,47	70045200
08 févr. 2019	4980,81	5005,64	4946,14	4961,64	4961,64	100191000
07 févr. 2019	5075,75	5083,89	4985,56	4985,56	4985,56	111261700
06 févr. 2019	5060,65	5083,81	5058,04	5079,05	5079,05	85303500
05 févr. 2019	5009,83	5083,34	4997,53	5083,34	5083,34	87212600
04 févr. 2019	5014,31	5019,40	4970,70	5000,19	5000,19	70664200
01 févr. 2019	5004,65	5023,37	4980,50	5019,26	5019,26	79792300
31 janv. 2019	4993,09	5016,28	4955,50	4992,72	4992,72	102641200
30 janv. 2019	4943,68	4974,76	4942,64	4974,76	4974,76	68861600
29 janv. 2019	4889,34	4949,45	4879,66	4928,18	4928,18	66407300
28 janv. 2019	4903,95	4912,10	4878,62	4888,58	4888,58	64841000
25 janv. 2019	4895,59	4931,80	4890,90	4925,82	4925,82	82965000
24 janv. 2019	4839,59	4883,90	4832,40	4871,96	4871,96	82884500
23 janv. 2019	4831,92	4875,41	4820,14	4840,38	4840,38	78599700
22 janv. 2019	4841,18	4863,30	4824,06	4847,53	4847,53	67998400
21 janv. 2019	4865,79	4872,62	4859,76	4867,78	4867,78	49416900
18 janv. 2019	4825,97	4881,57	4824,26	4875,93	4875,93	106129400
17 janv. 2019	4782,63	4801,67	4772,64	4794,37	4794,37	82674400
16 janv. 2019	4811,59	4816,49	4784,79	4810,74	4810,74	81097500
15 janv. 2019	4799,58	4816,73	4754,69	4786,17	4786,17	83421600
14 janv. 2019	4740,31	4773,15	4730,55	4762,75	4762,75	69500100
11 janv. 2019	4814,66	4821,28	4760,84	4781,34	4781,34	77037500
10 janv. 2019	4788,76	4805,66	4759,76	4805,66	4805,66	76138500
09 janv. 2019	4811,18	4843,48	4801,83	4813,58	4813,58	94180800
08 janv. 2019	4722,16	4810,27	4719,23	4773,27	4773,27	98114900
07 janv. 2019	4757,01	4760,27	4690,22	4719,17	4719,17	73900700
04 janv. 2019	4649,63	4750,51	4636,79	4737,12	4737,12	95967400
03 janv. 2019	4641,80	4671,28	4607,68	4611,49	4611,49	78741500
02 janv. 2019	4642,18	4699,98	4606,20	4689,39	4689,39	76980400
31 déc. 2018	4708,74	4731,49	4696,12	4730,69	4730,69	23249900
28 déc. 2018	4641,05	4700,49	4623,97	4678,74	4678,74	67583000
27 déc. 2018	4689,20	4692,43	4555,99	4598,61	4598,61	89451800
24 déc. 2018	4650,42	4664,20	4622,03	4626,39	4626,39	24595900
21 déc. 2018	4672,77	4696,18	4628,24	4694,38	4694,38	187129800
20 déc. 2018	4709,75	4719,61	4685,61	4692,46	4692,46	120847000
19 déc. 2018	4766,73	4794,01	4761,63	4777,45	4777,45	96198400
18 déc. 2018	4773,19	4804,98	4754,08	4754,08	4754,08	109281600
17 déc. 2018	4840,12	4847,50	4788,88	4799,87	4799,87	83817900
14 déc. 2018	4853,12	4873,16	4822,89	4853,70	4853,70	89679200
13 déc. 2018	4926,86	4935,48	4890,44	4896,92	4896,92	88192400
12 déc. 2018	4834,24	4924,66	4829,12	4909,45	4909,45	106795300
11 déc. 2018	4781,94	4853,92	4770,07	4806,20	4806,20	101943600
10 déc. 2018	4797,92	4809,98	4732,02	4742,38	4742,38	108458800
07 déc. 2018	4813,62	4877,13	4812,38	4813,13	4813,13	95511500
06 déc. 2018	4898,35	4898,35	4760,98	4780,46	4780,46	140516600
05 déc. 2018	4963,18	4976,63	4941,45	4944,37	4944,37	78499500
04 déc. 2018	5036,95	5043,26	5012,48	5012,66	5012,66	84238000
03 déc. 2018	5112,58	5115,13	5043,20	5053,98	5053,98	101898900
30 nov. 2018	5016,45	5016,86	4974,99	5003,92	5003,92	107965900
29 nov. 2018	5026,66	5036,81	4995,95	5006,25	5006,25	82130300
28 nov. 2018	4998,14	5007,47	4977,93	4983,24	4983,24	84265900
27 nov. 2018	4992,53	5013,69	4958,71	4983,15	4983,15	85316600
26 nov. 2018	4982,54	5023,78	4973,71	4994,98	4994,98	94237200
23 nov. 2018	4939,79	4968,50	4913,72	4946,95	4946,95	61973700
22 nov. 2018	4958,89	4961,35	4923,80	4938,14	4938,14	60539000
21 nov. 2018	4949,72	4978,92	4930,25	4975,50	4975,50	82217400
20 nov. 2018	4962,85	4967,98	4894,30	4924,89	4924,89	97368100
19 nov. 2018	5040,68	5062,75	4979,98	4985,45	4985,45	75776800
16 nov. 2018	5068,64	5081,00	4986,19	5025,20	5025,20	99615100
15 nov. 2018	5097,09	5106,56	4993,48	5033,62	5033,62	99859900
14 nov. 2018	5062,44	5131,04	5026,22	5068,85	5068,85	88350000
13 nov. 2018	5077,57	5106,77	5054,90	5101,85	5101,85	78747800
12 nov. 2018	5130,38	5140,45	5058,49	5059,09	5059,09	77068100
09 nov. 2018	5103,43	5112,57	5072,21	5106,75	5106,75	84712400
08 nov. 2018	5147,19	5168,11	5120,14	5131,45	5131,45	87240200
07 nov. 2018	5100,08	5150,64	5098,90	5137,94	5137,94	88816200
06 nov. 2018	5110,80	5110,80	5066,39	5075,19	5075,19	67159700
05 nov. 2018	5101,87	5124,19	5092,36	5101,39	5101,39	68302600
02 nov. 2018	5147,02	5162,18	5101,28	5102,13	5102,13	94431400
01 nov. 2018	5076,55	5119,68	5060,76	5085,78	5085,78	86117000
31 oct. 2018	5049,74	5106,76	5047,35	5093,44	5093,44	130251200
30 oct. 2018	4996,92	5010,44	4929,94	4978,53	4978,53	96430500
29 oct. 2018	4958,51	5030,02	4958,51	4989,35	4989,35	83255000
26 oct. 2018	4978,39	4978,39	4896,80	4967,37	4967,37	131619600
25 oct. 2018	4933,95	5033,52	4925,56	5032,30	5032,30	125445400
24 oct. 2018	4995,77	5043,37	4951,16	4953,09	4953,09	116382700
23 oct. 2018	4991,91	5009,43	4955,67	4967,69	4967,69	114932000
22 oct. 2018	5130,29	5135,69	5052,24	5053,31	5053,31	74610400
19 oct. 2018	5119,64	5133,59	5057,45	5084,66	5084,66	130238900
18 oct. 2018	5150,23	5175,59	5115,31	5116,79	5116,79	99240000
17 oct. 2018	5187,11	5205,38	5117,23	5144,95	5144,95	90604000
16 oct. 2018	5094,44	5176,80	5082,41	5173,05	5173,05	88042700
15 oct. 2018	5095,12	5105,93	5058,05	5095,07	5095,07	79093900
12 oct. 2018	5160,23	5164,03	5095,74	5095,98	5095,98	98283100
11 oct. 2018	5128,22	5175,36	5101,90	5106,37	5106,37	141209700
10 oct. 2018	5319,27	5319,88	5200,11	5206,22	5206,22	104816300
09 oct. 2018	5304,11	5328,37	5260,53	5318,55	5318,55	78857600
08 oct. 2018	5339,49	5349,31	5291,74	5300,25	5300,25	69434100
05 oct. 2018	5407,58	5412,31	5354,79	5359,36	5359,36	84127700
04 oct. 2018	5471,88	5477,92	5404,84	5410,85	5410,85	94188600
03 oct. 2018	5485,02	5509,08	5468,47	5491,40	5491,40	65565700
02 oct. 2018	5473,79	5480,24	5440,78	5467,89	5467,89	83460200
01 oct. 2018	5494,93	5519,94	5491,17	5506,82	5506,82	75188000
28 sept. 2018	5514,55	5527,24	5458,21	5493,49	5493,49	112190100
27 sept. 2018	5500,25	5546,80	5485,83	5540,41	5540,41	74700600
26 sept. 2018	5482,99	5512,75	5471,57	5512,73	5512,73	77971500
25 sept. 2018	5468,91	5497,15	5468,78	5479,10	5479,10	74313200
24 sept. 2018	5480,64	5488,18	5463,44	5476,17	5476,17	73646100
21 sept. 2018	5463,66	5499,03	5463,66	5494,17	5494,17	222510800
20 sept. 2018	5398,20	5461,11	5398,20	5451,59	5451,59	108602600
19 sept. 2018	5362,94	5406,06	5361,33	5393,74	5393,74	85324800
18 sept. 2018	5348,49	5389,76	5339,62	5363,79	5363,79	80228500
17 sept. 2018	5344,55	5358,18	5329,97	5348,87	5348,87	66172300
14 sept. 2018	5353,58	5362,20	5338,25	5352,57	5352,57	66793100
13 sept. 2018	5327,94	5366,34	5325,30	5328,12	5328,12	75754300
12 sept. 2018	5294,58	5338,63	5293,62	5332,13	5332,13	75458800
11 sept. 2018	5284,24	5285,02	5240,04	5283,79	5283,79	74742700
10 sept. 2018	5250,76	5291,21	5241,18	5269,63	5269,63	71394000
07 sept. 2018	5252,98	5266,63	5226,31	5252,22	5252,22	83620300
06 sept. 2018	5254,70	5292,43	5243,81	5243,84	5243,84	79501100
05 sept. 2018	5322,08	5324,00	5259,98	5260,22	5260,22	103548700
04 sept. 2018	5423,67	5428,22	5322,77	5342,70	5342,70	79249300
03 sept. 2018	5400,70	5417,46	5387,21	5413,80	5413,80	48627400
31 août 2018	5470,80	5471,05	5403,16	5406,85	5406,85	89131200
30 août 2018	5494,02	5498,77	5467,12	5478,06	5478,06	64286100
29 août 2018	5495,95	5504,32	5476,27	5501,33	5501,33	52978800
28 août 2018	5489,51	5506,76	5477,35	5484,99	5484,99	62817700
27 août 2018	5455,40	5487,45	5448,49	5479,10	5479,10	43768100
24 août 2018	5422,78	5449,75	5421,21	5432,50	5432,50	52056700
23 août 2018	5422,39	5436,72	5415,43	5419,33	5419,33	52041400
22 août 2018	5401,43	5431,52	5401,43	5420,61	5420,61	71435300
21 août 2018	5372,02	5427,26	5367,38	5408,60	5408,60	56477500
20 août 2018	5362,37	5397,78	5356,32	5379,65	5379,65	48284100
17 août 2018	5356,49	5366,56	5313,99	5344,93	5344,93	64188500
16 août 2018	5326,17	5354,95	5307,16	5349,02	5349,02	64762100
15 août 2018	5414,75	5417,19	5287,18	5305,22	5305,22	87832500
14 août 2018	5437,43	5447,93	5392,39	5403,41	5403,41	68465700



